PassengerId,HomePlanet,CryoSleep,CABIN_DECK,CABIN_NUMBER,CABIN_SIDE,CABIN,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
5453_01,Earth,FALSE,F,1044,S,F/1044/S,55 Cancri e,28,FALSE,0,9,0,1114,5,Elson Gallencis,FALSE
1394_01,Earth,TRUE,G,213,S,G/213/S,PSO J318.5-22,47,FALSE,0,0,0,0,0,Elson Gregordy,
0053_01,Earth,FALSE,F,11,S,F/11/S,TRAPPIST-1e,25,FALSE,0,0,1938,0,1,Elson Hickerson,TRUE
5457_01,Earth,FALSE,F,1129,P,F/1129/P,TRAPPIST-1e,39,FALSE,0,1,0,739,0,Elson Horners,FALSE
0883_01,Earth,FALSE,G,127,P,G/127/P,TRAPPIST-1e,13,FALSE,875,5,10,18,0,Elson Malliamsey,FALSE
7916_01,Earth,TRUE,G,1279,P,G/1279/P,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Elson Mayods,FALSE
3897_01,Earth,TRUE,G,635,P,G/635/P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Elson Peckers,FALSE
7042_01,Earth,TRUE,G,1138,P,G/1138/P,PSO J318.5-22,48,FALSE,0,0,,0,0,Elson Quinnerry,FALSE
1344_01,Earth,FALSE,F,259,S,F/259/S,PSO J318.5-22,18,FALSE,34,,0,1,611,Elson Saley,
8602_03,Earth,TRUE,G,1396,P,G/1396/P,,24,FALSE,0,0,0,0,0,Elson Weissey,FALSE
2179_01,Europa,FALSE,C,80,S,C/80/S,TRAPPIST-1e,30,FALSE,437,3585,0,4488,281,Eltaird Dianket,FALSE
8572_01,Europa,FALSE,A,89,P,A/89/P,TRAPPIST-1e,33,FALSE,0,739,0,140,6901,Eltaird Hoorherve,FALSE
8456_01,Europa,TRUE,C,280,P,C/280/P,55 Cancri e,33,FALSE,0,0,0,0,0,Eltais Calazy,TRUE
3609_03,Europa,FALSE,C,118,P,C/118/P,55 Cancri e,28,FALSE,0,0,0,0,0,Eltais Fralledic,TRUE
4726_01,Europa,FALSE,C,187,S,C/187/S,TRAPPIST-1e,26,FALSE,0,1910,0,1777,,Eltais Inghtal,TRUE
8115_02,Europa,TRUE,B,318,S,B/318/S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Eltais Prieress,TRUE
9156_01,Europa,TRUE,B,351,S,B/351/S,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Eltan Geneltic,TRUE
6780_02,Europa,FALSE,C,251,S,C/251/S,TRAPPIST-1e,39,FALSE,2167,30,1472,,0,Eltan Plaricit,TRUE
0827_01,Europa,FALSE,A,7,P,A/7/P,TRAPPIST-1e,21,FALSE,0,2673,0,1678,30,Eltan Speery,
3766_01,Europa,TRUE,D,126,P,D/126/P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Eltar Stpingepid,
7380_04,Europa,FALSE,B,276,S,B/276/S,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Eltar Witicheal,
3857_01,Europa,TRUE,E,230,P,E/230/P,55 Cancri e,34,FALSE,0,0,,0,0,Eltard Dreamspric,TRUE
6400_01,Europa,FALSE,A,76,S,A/76/S,55 Cancri e,40,FALSE,0,1677,0,109,320,Eltard Slable,TRUE
7124_01,Europa,TRUE,C,229,P,C/229/P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Eltares Aillyber,
5960_01,Europa,FALSE,C,222,S,C/222/S,TRAPPIST-1e,28,FALSE,0,4780,1761,1,247,Eltares Dister,TRUE
8656_03,Europa,TRUE,A,103,S,A/103/S,55 Cancri e,29,TRUE,0,0,0,0,0,Eltares Imparmle,TRUE
5792_01,Europa,FALSE,B,196,P,B/196/P,55 Cancri e,40,FALSE,0,3338,0,6344,199,Eltares Subwor,FALSE
0451_01,Europa,TRUE,C,17,S,C/17/S,55 Cancri e,33,FALSE,0,0,0,0,0,Eltares Witive,
1434_03,Earth,TRUE,G,222,P,G/222/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Emilla Cartez,FALSE
4879_01,Earth,FALSE,G,786,P,G/786/P,TRAPPIST-1e,20,FALSE,362,0,31,12,483,Emilla Hebernandry,FALSE
6307_01,Earth,FALSE,F,1306,P,F/1306/P,55 Cancri e,32,FALSE,7,0,9,,0,Emilla Huffy,
5994_01,Earth,FALSE,F,1236,P,F/1236/P,55 Cancri e,23,FALSE,94,132,0,967,5,Emilla Kerristicey,FALSE
6573_01,Earth,FALSE,F,1257,S,F/1257/S,TRAPPIST-1e,50,FALSE,0,896,1,0,5,Emilla Mosepherry,TRUE
5707_01,Earth,FALSE,F,1091,S,F/1091/S,TRAPPIST-1e,15,FALSE,0,0,973,29,0,Emmax Alvasquez,TRUE
0927_01,Earth,FALSE,G,140,S,G/140/S,TRAPPIST-1e,25,FALSE,0,,699,43,22,Emmax Avisnydes,FALSE
4470_01,Earth,FALSE,F,839,S,F/839/S,TRAPPIST-1e,28,FALSE,1549,0,5,0,0,Emmax Baketton,FALSE
5281_01,Earth,FALSE,F,1080,P,F/1080/P,TRAPPIST-1e,30,FALSE,0,6,621,,433,Emmax Haynard,FALSE
3568_01,Earth,FALSE,F,740,P,F/740/P,TRAPPIST-1e,14,FALSE,30,59,0,572,0,Emmax Parklaney,FALSE
2548_01,Earth,FALSE,G,407,S,G/407/S,TRAPPIST-1e,18,FALSE,852,48,0,7,0,Emmax Vincenton,FALSE
2013_01,Earth,FALSE,F,398,P,F/398/P,TRAPPIST-1e,17,FALSE,0,0,0,0,804,Emmax Water,FALSE
1727_02,Mars,FALSE,D,54,P,D/54/P,55 Cancri e,52,FALSE,1279,0,1061,359,0,Emoles Barte,FALSE
5953_01,Mars,FALSE,E,390,S,E/390/S,TRAPPIST-1e,13,FALSE,157,0,1199,0,14,Emoles Graie,FALSE
8318_01,Mars,TRUE,F,1711,P,F/1711/P,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Emoles Ropie,TRUE
4525_01,Europa,FALSE,A,56,S,A/56/S,55 Cancri e,27,FALSE,0,2817,0,415,4111,Enib Brakeded,
3425_01,Europa,FALSE,E,234,S,E/234/S,TRAPPIST-1e,31,FALSE,0,1216,0,897,478,Enib Spopting,FALSE
8370_01,Europa,FALSE,D,249,S,D/249/S,TRAPPIST-1e,31,FALSE,0,4933,0,83,259,Enibah Burcaling,
4094_01,Europa,FALSE,B,157,S,B/157/S,TRAPPIST-1e,20,FALSE,0,86,71,4695,16,Enibah Bussive,
4786_01,Europa,TRUE,B,160,P,B/160/P,TRAPPIST-1e,46,TRUE,0,0,0,0,0,Enibah Dratembid,TRUE
2310_04,Europa,TRUE,D,68,P,D/68/P,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Enibah Pleele,TRUE
7693_02,Europa,FALSE,B,252,P,B/252/P,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Enibah Roftfuling,TRUE
0568_01,Europa,FALSE,D,20,S,D/20/S,TRAPPIST-1e,33,FALSE,1908,33,0,1,4,Enibik Baciffhaut,FALSE
5040_01,Europa,FALSE,C,195,S,C/195/S,TRAPPIST-1e,26,FALSE,0,21,10424,1373,7218,Enibik Dynigic,FALSE
3749_01,Europa,TRUE,B,119,P,B/119/P,55 Cancri e,45,FALSE,0,0,0,0,0,Enibik Fordulgaug,TRUE
1599_02,Europa,TRUE,C,58,P,C/58/P,55 Cancri e,53,FALSE,0,0,0,0,0,Enifak Drelcate,TRUE
5028_01,Europa,FALSE,A,61,S,A/61/S,55 Cancri e,47,FALSE,1904,18,0,89,4411,Enifak Plattering,FALSE
4793_01,Europa,FALSE,E,310,S,E/310/S,55 Cancri e,36,FALSE,13,1480,1,1439,1955,Enifark Brailidy,FALSE
7826_01,Europa,TRUE,B,303,S,B/303/S,55 Cancri e,30,FALSE,0,0,0,0,0,Enifark Timpeed,
3134_01,Europa,FALSE,C,119,S,C/119/S,PSO J318.5-22,62,TRUE,0,4513,0,85,1437,Enifik Clughted,TRUE
9206_03,Europa,FALSE,B,352,S,B/352/S,55 Cancri e,32,FALSE,0,0,0,0,0,Enifik Pokebox,
0417_03,Europa,TRUE,B,18,P,B/18/P,TRAPPIST-1e,59,FALSE,0,0,0,0,0,Enifik Unhearfus,TRUE
8646_02,Europa,FALSE,C,325,S,C/325/S,TRAPPIST-1e,32,FALSE,0,1285,0,3030,334,Enifik Vertfull,FALSE
8361_01,Europa,FALSE,B,327,S,B/327/S,55 Cancri e,31,FALSE,0,2279,0,4724,333,Enifirk Fushausive,
5873_03,Earth,FALSE,E,372,P,E/372/P,TRAPPIST-1e,21,FALSE,0,0,0,639,3,Enrie Acobsond,
8720_01,Earth,FALSE,F,1690,S,F/1690/S,55 Cancri e,23,FALSE,0,247,1063,36,0,Enrie Bartines,TRUE
1283_01,Earth,FALSE,G,194,S,G/194/S,TRAPPIST-1e,19,FALSE,6,,1,714,0,Enrie Burchanez,FALSE
7499_01,Earth,FALSE,F,1551,P,F/1551/P,55 Cancri e,20,FALSE,30,132,1121,0,0,Enrie Hayder,TRUE
1580_01,Earth,FALSE,G,246,S,G/246/S,TRAPPIST-1e,13,FALSE,0,0,8,0,714,Enrie Hinesh,FALSE
5996_01,Earth,TRUE,G,976,S,G/976/S,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Enrie Hortez,
6816_03,Earth,TRUE,G,1108,P,G/1108/P,PSO J318.5-22,32,FALSE,0,0,0,0,0,Enrie Mcfarley,TRUE
7595_01,Earth,FALSE,F,1451,S,F/1451/S,TRAPPIST-1e,36,FALSE,0,7,661,0,93,Enrie Owery,TRUE
2178_01,Earth,FALSE,G,349,S,G/349/S,TRAPPIST-1e,22,FALSE,11,399,79,0,297,Enry Dotsonton,
8902_01,Earth,FALSE,G,1436,S,G/1436/S,TRAPPIST-1e,19,FALSE,16,1739,9,5,8,Enry Goodson,TRUE
8628_01,Earth,FALSE,F,1664,S,F/1664/S,PSO J318.5-22,49,FALSE,0,18,0,0,686,Enry Johnsondez,FALSE
2048_01,Earth,FALSE,F,406,P,F/406/P,55 Cancri e,21,FALSE,0,722,0,0,0,Enry Morrencis,
4610_01,Earth,FALSE,G,752,P,G/752/P,TRAPPIST-1e,28,FALSE,5,0,0,1014,0,Enryn Alfordonard,FALSE
6829_03,Earth,TRUE,G,1109,P,G/1109/P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Enryn Hubbarrison,FALSE
2516_01,Earth,FALSE,G,406,P,G/406/P,55 Cancri e,29,FALSE,75,17,0,211,506,Enryn Romason,FALSE
2484_01,Mars,TRUE,F,478,S,F/478/S,TRAPPIST-1e,71,FALSE,0,0,,0,0,Eres Clake,
1910_02,Mars,FALSE,F,365,S,F/365/S,55 Cancri e,28,FALSE,3529,0,65,3,59,Erfros Cort,
7907_01,Mars,TRUE,F,1513,S,F/1513/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Erfros Nate,TRUE
8690_01,Mars,FALSE,F,1682,S,F/1682/S,TRAPPIST-1e,39,FALSE,1539,0,0,167,0,Erfros Peake,
3939_01,Earth,FALSE,E,237,P,E/237/P,TRAPPIST-1e,37,FALSE,772,0,840,1,5,Eriana Alberts,FALSE
7184_01,Earth,FALSE,G,1170,S,G/1170/S,TRAPPIST-1e,18,FALSE,3,688,0,0,23,Eriana Barnoldeney,TRUE
5848_01,Earth,FALSE,E,377,S,E/377/S,,28,FALSE,229,761,0,0,6,Eriana Benney,TRUE
8009_01,Earth,TRUE,G,1297,P,G/1297/P,PSO J318.5-22,49,FALSE,0,0,0,0,0,Eriana Flowensley,
9245_01,Earth,FALSE,F,1791,S,F/1791/S,TRAPPIST-1e,20,FALSE,1272,3,543,0,0,Eriana Jenkinnedy,
4401_02,Earth,TRUE,G,716,S,G/716/S,PSO J318.5-22,18,FALSE,0,0,0,0,0,Eriana Loverthyo,TRUE
8598_02,Earth,TRUE,G,1394,P,G/1394/P,PSO J318.5-22,39,FALSE,0,0,0,0,0,Eriana Mcbriggins,TRUE
4895_01,Earth,TRUE,G,789,P,G/789/P,55 Cancri e,15,FALSE,0,0,0,0,0,Eriana Mcleaney,TRUE
9022_03,Earth,TRUE,F,1748,S,F/1748/S,,0,FALSE,0,0,0,0,0,Erice Boyerson,
1748_02,Earth,FALSE,G,287,P,G/287/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Erice Burchrison,FALSE
5652_01,Earth,FALSE,F,1171,P,F/1171/P,TRAPPIST-1e,24,FALSE,215,0,0,0,350,Erice Franchaney,FALSE
3327_01,Earth,FALSE,G,528,S,G/528/S,TRAPPIST-1e,32,FALSE,0,0,0,0,772,Erice Noelan,FALSE
0953_01,Earth,FALSE,F,199,P,F/199/P,PSO J318.5-22,48,FALSE,0,306,3,,359,Erice Potters,FALSE
2977_03,Earth,FALSE,F,625,P,F/625/P,PSO J318.5-22,17,FALSE,546,0,0,0,203,Ericia Atkinney,
5206_03,Earth,FALSE,G,841,P,G/841/P,PSO J318.5-22,48,FALSE,0,2,72,554,143,Ericia Briggston,FALSE
8829_01,Earth,FALSE,G,1423,S,G/1423/S,55 Cancri e,18,FALSE,0,0,953,0,22,Ericia Morgerson,
0529_01,Earth,TRUE,G,81,P,G/81/P,PSO J318.5-22,26,FALSE,0,0,0,0,0,Ericia Sellahaney,FALSE
5763_02,Earth,FALSE,F,1099,S,F/1099/S,TRAPPIST-1e,24,FALSE,,0,0,838,193,Erick Alentonway,FALSE
3948_01,Earth,FALSE,F,814,P,F/814/P,TRAPPIST-1e,18,FALSE,325,0,477,50,5,Erick Castron,FALSE
1187_01,Earth,FALSE,F,228,S,F/228/S,TRAPPIST-1e,30,FALSE,0,575,180,4,44,Erick Matts,FALSE
2742_01,Earth,TRUE,G,436,S,G/436/S,PSO J318.5-22,38,FALSE,0,0,0,0,0,Erick Mondalley,
3641_01,Earth,TRUE,G,595,P,G/595/P,PSO J318.5-22,23,FALSE,0,0,0,0,0,Erick Pacerty,TRUE
1211_04,Earth,TRUE,G,186,S,G/186/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Erick Pollarkeeks,FALSE
3995_05,Earth,FALSE,G,655,P,G/655/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Ericky Casonston,FALSE
8198_01,Earth,TRUE,G,1328,P,G/1328/P,TRAPPIST-1e,27,FALSE,0,0,,0,0,Ericky Estevesters,
1033_01,Earth,TRUE,G,154,P,G/154/P,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Ericky Gonzaley,TRUE
6651_01,Earth,FALSE,F,1275,S,F/1275/S,PSO J318.5-22,21,FALSE,484,0,104,66,34,Ericky Mcfarmerson,
4407_01,Earth,TRUE,G,719,S,G/719/S,TRAPPIST-1e,55,FALSE,0,0,0,0,0,Ericky Mejiarkerox,TRUE
7069_03,Earth,FALSE,G,1159,S,G/1159/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Ericky Waltonnedy,TRUE
6985_01,Mars,FALSE,G,1138,S,G/1138/S,TRAPPIST-1e,32,FALSE,0,243,0,0,776,Erie Barris,FALSE
6520_01,Earth,FALSE,G,1060,S,G/1060/S,,19,FALSE,0,4,0,1785,3,Erie Horndley,FALSE
8457_01,Earth,FALSE,F,1627,S,F/1627/S,TRAPPIST-1e,23,FALSE,29,0,,332,270,Erie Lopelases,FALSE
5687_01,Earth,FALSE,F,1179,P,F/1179/P,TRAPPIST-1e,15,FALSE,348,1627,0,0,0,Erie Mccarry,FALSE
5412_01,Earth,FALSE,G,870,P,G/870/P,TRAPPIST-1e,23,FALSE,0,806,0,2,0,Erie Patthews,TRUE
8089_01,Earth,FALSE,F,1671,P,F/1671/P,TRAPPIST-1e,19,FALSE,0,0,1761,0,36,Erie Peter,TRUE
0610_01,Earth,FALSE,F,129,P,F/129/P,TRAPPIST-1e,24,FALSE,0,,229,502,5,Erie Potters,FALSE
0714_01,Earth,TRUE,G,109,P,G/109/P,PSO J318.5-22,38,FALSE,0,0,0,0,0,Erie Rilley,TRUE
7689_01,Earth,FALSE,F,1597,P,F/1597/P,,24,FALSE,0,96,0,597,0,Erie Sextones,FALSE
0514_01,Earth,TRUE,G,79,P,G/79/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Erie Tersony,
1801_01,Earth,FALSE,F,345,S,F/345/S,TRAPPIST-1e,15,FALSE,18,1980,0,218,0,Erie Valezaley,
7888_01,Earth,FALSE,E,518,S,E/518/S,TRAPPIST-1e,29,FALSE,37,0,644,0,177,Erie Woodwinez,TRUE
3566_01,Earth,FALSE,G,573,S,G/573/S,55 Cancri e,19,FALSE,0,336,508,1,0,Eriey Bartez,TRUE
8519_01,Earth,FALSE,G,1367,S,G/1367/S,TRAPPIST-1e,20,FALSE,5,736,0,10,0,Eriey Brookenson,
8750_01,Earth,FALSE,F,1804,P,F/1804/P,TRAPPIST-1e,18,FALSE,24,753,0,0,0,Eriey Carlsonney,FALSE
2088_01,Earth,FALSE,F,409,S,F/409/S,55 Cancri e,38,FALSE,0,717,0,0,0,Eriey Weaves,FALSE
9107_01,Earth,TRUE,G,1467,S,G/1467/S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Eriky Callowery,FALSE
4168_01,Earth,FALSE,F,855,P,F/855/P,TRAPPIST-1e,38,FALSE,0,18,30,0,832,Eriky Deckerson,FALSE
2232_01,Earth,FALSE,F,438,S,F/438/S,55 Cancri e,31,FALSE,0,14,671,1,3,Eriky Dyers,FALSE
0982_01,Earth,TRUE,G,145,P,G/145/P,PSO J318.5-22,57,FALSE,0,0,0,0,0,Eriky Hewson,TRUE
5209_01,Earth,FALSE,F,999,S,F/999/S,TRAPPIST-1e,26,FALSE,168,,382,166,0,Eriky Lambleyoun,TRUE
2006_01,Earth,FALSE,F,386,S,F/386/S,TRAPPIST-1e,24,FALSE,,856,0,0,5,Eriky Moorez,FALSE
7914_03,Earth,FALSE,G,1278,P,G/1278/P,TRAPPIST-1e,47,FALSE,397,0,321,0,5,Eriky Munozaley,TRUE
5438_01,Earth,TRUE,G,875,P,G/875/P,PSO J318.5-22,52,FALSE,0,0,0,0,0,Eriky Puckley,FALSE
6311_01,Earth,FALSE,F,1207,S,F/1207/S,TRAPPIST-1e,22,FALSE,0,716,0,0,0,Eriky Spencervan,
8474_01,Earth,FALSE,F,1632,S,F/1632/S,55 Cancri e,21,FALSE,39,53,94,33,518,Eriky Weaves,FALSE
2688_01,Mars,FALSE,F,557,P,F/557/P,TRAPPIST-1e,24,FALSE,13,193,0,0,591,Eriky Willy,FALSE
8956_02,Earth,TRUE,G,1453,P,G/1453/P,,20,FALSE,0,0,0,0,0,Erina Bonnondry,TRUE
1471_03,Earth,FALSE,,,,,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Erina Bradamss,
3827_01,Earth,FALSE,F,720,S,F/720/S,55 Cancri e,32,FALSE,0,532,103,762,3,Erina Harmond,
4649_01,Earth,FALSE,E,290,P,E/290/P,TRAPPIST-1e,45,FALSE,1399,226,0,0,0,Erina Prickmantes,FALSE
1062_01,Earth,FALSE,F,219,P,F/219/P,TRAPPIST-1e,26,FALSE,0,773,48,0,149,Erina Wolffy,FALSE
1305_01,Earth,FALSE,F,253,S,F/253/S,TRAPPIST-1e,17,FALSE,97,1882,7,0,32,Erine Brooke,
6715_01,Earth,FALSE,E,430,P,E/430/P,TRAPPIST-1e,28,FALSE,9,101,34,555,5,Erine Gaineyerson,
8447_01,Earth,FALSE,F,1734,P,F/1734/P,TRAPPIST-1e,25,FALSE,1,0,1,14,1491,Erine Joyneidez,FALSE
0884_02,Earth,FALSE,,,,,TRAPPIST-1e,28,FALSE,0,0,762,0,0,Erine Rilley,
1186_05,Earth,FALSE,G,183,S,G/183/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Eriney Browlerson,FALSE
7029_01,Earth,FALSE,F,1458,P,F/1458/P,TRAPPIST-1e,20,FALSE,0,0,2330,120,0,Eriney Cardsay,TRUE
4433_01,Earth,TRUE,G,729,P,G/729/P,PSO J318.5-22,21,FALSE,0,0,0,0,0,Eriney Guerson,FALSE
2419_01,Earth,TRUE,G,394,P,G/394/P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Eriney Mclainez,TRUE
4296_01,Earth,TRUE,G,703,S,G/703/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Eriney Whitersone,FALSE
1624_03,Earth,FALSE,G,250,S,G/250/S,TRAPPIST-1e,4,FALSE,0,0,0,0,,Eristy Barbes,TRUE
3216_01,Earth,TRUE,G,509,S,G/509/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Eristy Haydenzier,TRUE
4746_01,Earth,FALSE,G,775,S,G/775/S,TRAPPIST-1e,55,FALSE,282,8,337,0,0,Eristy Joynewtonks,FALSE
8624_02,Earth,TRUE,G,1390,S,G/1390/S,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Eristy Kramorry,FALSE
4832_01,Earth,FALSE,E,301,P,E/301/P,,37,FALSE,542,440,1,0,0,Erman Estron,FALSE
8660_01,Earth,FALSE,F,1674,S,F/1674/S,55 Cancri e,29,FALSE,11,0,1214,6,0,Erman Ewins,
0419_03,Earth,TRUE,G,70,P,G/70/P,,35,FALSE,0,0,0,0,0,Erman Monsoney,
8889_01,Mars,FALSE,G,1439,P,G/1439/P,55 Cancri e,17,FALSE,0,0,615,0,0,Erman Russelloyd,FALSE
4369_01,Earth,FALSE,F,820,S,F/820/S,TRAPPIST-1e,19,FALSE,857,0,0,0,0,Ermank Benderez,FALSE
2031_01,Earth,FALSE,G,325,P,G/325/P,TRAPPIST-1e,21,FALSE,208,78,0,0,424,Ermank Huntt,
4235_01,Earth,FALSE,F,793,S,F/793/S,TRAPPIST-1e,25,FALSE,0,49,1,943,68,Ermank Mosepherry,
8563_01,Earth,FALSE,F,1759,P,F/1759/P,TRAPPIST-1e,13,FALSE,0,11,27,1473,1,Ermank Potterry,
3913_02,Earth,FALSE,F,738,S,F/738/S,PSO J318.5-22,29,FALSE,0,2,553,44,0,Ermank Waterson,FALSE
9178_01,Earth,FALSE,F,1877,P,F/1877/P,TRAPPIST-1e,53,FALSE,49,584,0,0,70,Ernard Barnoldeney,FALSE
3392_03,Earth,TRUE,G,541,S,G/541/S,TRAPPIST-1e,64,FALSE,0,0,0,0,0,Ernard Gallard,TRUE
6953_01,Earth,FALSE,F,1440,P,F/1440/P,TRAPPIST-1e,33,FALSE,250,279,329,12,0,Ernard Holton,
2944_02,Earth,FALSE,G,469,S,G/469/S,PSO J318.5-22,2,FALSE,,0,0,0,0,Ernard Nichoan,FALSE
2252_01,Earth,FALSE,G,363,P,G/363/P,,37,FALSE,0,1368,0,,960,Ernard Willy,FALSE
0297_01,Earth,FALSE,G,47,P,G/47/P,TRAPPIST-1e,24,FALSE,90,2,1324,17,0,Ernice Gardonadox,TRUE
6654_03,Earth,TRUE,G,1086,S,G/1086/S,TRAPPIST-1e,24,FALSE,0,0,,0,0,Ernice Griffince,TRUE
7869_01,Earth,FALSE,F,1632,P,F/1632/P,TRAPPIST-1e,40,FALSE,0,0,0,549,140,Ernice Hammons,
5605_01,Earth,FALSE,F,1071,S,F/1071/S,TRAPPIST-1e,13,FALSE,730,0,402,0,0,Ernice Hurles,
0658_01,Earth,FALSE,F,118,S,F/118/S,PSO J318.5-22,21,FALSE,0,576,1,20,,Ernice Jarvey,FALSE
2110_01,Earth,TRUE,G,339,P,G/339/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Ernice Joynewtonks,FALSE
5545_01,Earth,FALSE,G,894,S,G/894/S,PSO J318.5-22,34,FALSE,0,0,693,3,77,Ernice Rigginsen,TRUE
0867_01,Earth,FALSE,F,163,S,F/163/S,TRAPPIST-1e,55,FALSE,2,850,18,2,0,Ernice Stephendsey,FALSE
6360_01,Europa,FALSE,A,75,S,A/75/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Erraiam Clumsty,TRUE
0008_01,Europa,TRUE,B,1,P,B/1/P,55 Cancri e,14,FALSE,0,0,0,0,0,Erraiam Flatic,TRUE
4505_01,Europa,FALSE,C,165,S,C/165/S,55 Cancri e,53,FALSE,0,864,49,39,2376,Erraid Wirdley,TRUE
3347_01,Europa,FALSE,B,127,S,B/127/S,55 Cancri e,45,FALSE,64,7980,0,1,1470,Errairk Cracionfic,
9034_02,Europa,TRUE,D,288,P,D/288/P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Errairk Crakete,TRUE
6490_01,Europa,TRUE,C,201,P,C/201/P,55 Cancri e,57,FALSE,0,0,0,0,0,Errairk Ineded,TRUE
8793_03,Europa,TRUE,C,289,P,C/289/P,55 Cancri e,26,FALSE,0,0,0,0,0,Errairk Oirmplathy,
0775_06,Europa,TRUE,C,31,S,C/31/S,55 Cancri e,46,FALSE,0,0,0,0,0,Errairk Unklible,
4782_02,Europa,FALSE,C,189,S,C/189/S,TRAPPIST-1e,53,FALSE,50,11552,0,2998,4334,Errak Maxled,FALSE
6676_01,Europa,TRUE,D,200,S,D/200/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Errak Ourcul,TRUE
6254_01,Europa,TRUE,B,243,S,B/243/S,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Errak Pokeck,TRUE
7242_01,Europa,TRUE,B,273,S,B/273/S,55 Cancri e,30,FALSE,0,0,0,0,0,Errak Reeddommy,TRUE
6269_03,Europa,TRUE,B,244,S,B/244/S,55 Cancri e,31,FALSE,0,0,0,0,0,Errakis Prestaric,
6865_02,Europa,TRUE,D,208,S,D/208/S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Errim Peducting,TRUE
0646_01,Europa,TRUE,C,26,S,C/26/S,55 Cancri e,38,FALSE,0,0,0,0,0,Errim Trattle,TRUE
5320_01,Europa,TRUE,E,330,P,E/330/P,55 Cancri e,31,FALSE,0,0,0,0,0,Errima Callower,TRUE
1588_01,Europa,TRUE,E,99,P,E/99/P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Errima Fullous,TRUE
5519_01,Europa,FALSE,A,69,S,A/69/S,TRAPPIST-1e,38,FALSE,0,374,223,629,78,Errima Taptiritty,
0257_01,Mars,FALSE,F,49,S,F/49/S,55 Cancri e,21,FALSE,1664,0,,0,0,Errohs Berte,FALSE
3661_01,Mars,FALSE,F,759,P,F/759/P,TRAPPIST-1e,25,FALSE,883,0,266,0,0,Errohs Ecate,
0667_01,Mars,FALSE,D,29,P,D/29/P,TRAPPIST-1e,53,FALSE,596,0,1608,505,0,Errohs Terry,
1175_01,Mars,TRUE,F,223,S,F/223/S,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Ers Brin,TRUE
4377_02,Earth,FALSE,F,823,S,F/823/S,PSO J318.5-22,42,FALSE,48,466,3,28,125,Essara Colomonson,
6098_01,Earth,FALSE,F,1163,S,F/1163/S,55 Cancri e,27,FALSE,0,0,0,2725,73,Essara Contrevins,FALSE
7069_02,Earth,TRUE,G,1159,S,G/1159/S,55 Cancri e,55,FALSE,0,0,0,0,0,Essara Kellynn,FALSE
1359_01,Earth,FALSE,G,204,P,G/204/P,TRAPPIST-1e,28,FALSE,0,171,,0,280,Essara Mcfaddenson,
2931_01,Earth,TRUE,G,475,P,G/475/P,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Essara Mcfarley,
0166_01,Earth,FALSE,G,29,S,G/29/S,TRAPPIST-1e,22,FALSE,0,772,0,0,0,Essara Rocholton,
7334_01,Earth,FALSE,E,490,S,E/490/S,TRAPPIST-1e,22,FALSE,0,0,787,1,,Essara Schwardson,FALSE
1640_01,Earth,FALSE,G,262,P,G/262/P,TRAPPIST-1e,21,FALSE,305,0,1,618,2,Essara Scotterkins,TRUE
1096_01,Earth,FALSE,G,170,S,G/170/S,TRAPPIST-1e,55,FALSE,233,0,0,0,488,Essara Simson,FALSE
